0.001001 0.000000 
0.051051 0.000012 
0.101101 0.000093 
0.151151 0.000322 
0.201201 0.000789 
0.251251 0.001595 
0.301301 0.002854 
0.351351 0.004693 
0.401401 0.007251 
0.451451 0.010682 
0.501502 0.015148 
0.551552 0.020821 
0.601602 0.027879 
0.651652 0.036501 
0.701702 0.046865 
0.751752 0.059135 
0.801802 0.073460 
0.851852 0.089964 
0.901902 0.108734 
0.951952 0.129819 
1.002002 0.153213 
1.052052 0.178861 
1.102102 0.206644 
1.152152 0.236389 
1.202202 0.267866 
1.252252 0.300798 
1.302302 0.334869 
1.352352 0.369736 
1.402402 0.405044 
1.452452 0.440437 
1.502503 0.475576 
1.552553 0.510144 
1.602603 0.543859 
1.652653 0.576480 
1.702703 0.607807 
1.752753 0.637688 
1.802803 0.666013 
1.852853 0.692711 
1.902903 0.717748 
1.952953 0.741121 
